ID_Cliente,Dejo_el_servicio,Genero,Ciudadano_Mayor,Pareja,Dependientes,Tiempo_Servicio,Servicio_Telefonico,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Copia_Seguridad_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Cuentas_Diarias,Cantidad_Servicios
1051GEJLJ,0,f,0,0,0,2,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque enviado por correo,19.5,27.55,0.640604467805519,1
1052QJIBV,0,f,0,1,1,71,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,credit card automatic,19.9,1397.3,0.6537450722733245,1
1053MXTTK,0,f,0,1,1,72,1,no,fibra optica,si,si,si,si,si,si,dos anos,1,bank transfer automatic,108.65,7726.35,3.569316688567674,8
1057FOGLZ,0,f,0,0,0,18,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque enviado por correo,19.65,391.7,0.645532194480946,1
1058CIYUA,0,f,1,1,0,52,1,si,fibra optica,no,si,si,no,si,si,un ano,1,cheque electronico,106.5,5621.85,3.4986859395532193,7
1060ENTOF,0,f,1,1,0,67,1,si,fibra optica,si,si,si,si,no,si,un ano,1,credit card automatic,105.4,7035.6,3.462549277266754,8
1061PNTHC,0,f,0,1,1,56,1,si,fibra optica,si,no,si,si,si,si,mes a mes,1,cheque enviado por correo,109.6,5953.0,3.600525624178712,8
1062LHZOD,1,m,0,1,1,1,1,no,fibra optica,no,no,no,no,no,no,mes a mes,1,cheque enviado por correo,69.9,69.9,2.2963206307490145,2
1063DHQJF,0,m,0,1,1,69,1,no,fibra optica,no,si,no,si,si,no,dos anos,1,cheque enviado por correo,92.15,6480.9,3.0272667542706966,5
1064FBXNK,0,m,0,1,1,1,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,0,credit card automatic,19.85,19.85,0.6521024967148489,1
1066JKSGK,1,m,0,0,0,1,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque enviado por correo,20.15,20.15,0.6619579500657029,1
1069QJOEE,0,m,0,1,1,25,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,0,cheque electronico,19.9,505.45,0.6537450722733245,1
1069XAIEM,1,f,1,0,0,1,1,si,fibra optica,no,no,no,no,no,si,mes a mes,1,cheque electronico,85.05,85.05,2.794021024967148,4
1073XXCZD,0,m,0,1,0,55,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,bank transfer automatic,25.7,1443.65,0.8442838370565046,2
1074AMIOH,0,f,0,1,1,53,1,no,fibra optica,no,si,si,si,si,si,mes a mes,1,bank transfer automatic,108.25,5935.1,3.5561760840998686,7
1074WVEVG,0,f,0,1,0,59,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,0,cheque enviado por correo,20.35,1267.0,0.6685282522996058,1
1075BGWOH,1,m,1,1,0,16,1,si,fibra optica,no,no,si,no,si,si,mes a mes,1,cheque electronico,98.75,1587.55,3.244086727989487,6
1077HUUJM,0,f,0,0,1,7,1,no,fibra optica,no,no,no,no,no,no,mes a mes,1,cheque electronico,71.05,472.65,2.334099868593955,2
1078TDCRN,0,f,1,1,0,3,0,nst,dsl,no,si,no,no,no,no,mes a mes,1,cheque electronico,30.75,82.85,1.0101839684625493,2
1080BWSYE,0,m,1,1,0,64,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,credit card automatic,25.65,1740.8,0.8426412614980289,2
1084MNSMJ,0,f,0,1,1,51,1,no,dsl,si,si,si,si,si,si,dos anos,0,credit card automatic,85.5,4421.95,2.8088042049934296,8
1084UQCHV,1,m,0,0,1,1,1,no,fibra optica,no,no,no,no,no,no,mes a mes,0,bank transfer automatic,69.75,69.75,2.291392904073587,2
1085LDWAM,0,f,0,1,1,69,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,1,credit card automatic,20.35,1442.65,0.6685282522996058,1
1086LXKFY,1,f,0,1,1,1,1,no,fibra optica,no,no,no,no,no,no,mes a mes,1,cheque enviado por correo,69.1,69.1,2.270039421813403,2
1087GRUYI,0,m,0,1,0,38,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,bank transfer automatic,20.4,743.5,0.6701708278580814,1
1087UDSIH,1,f,0,0,0,3,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,1,cheque enviado por correo,19.6,59.75,0.6438896189224704,1
1088AUUZZ,0,m,0,1,1,56,1,si,dsl,si,si,no,si,no,si,dos anos,1,credit card automatic,75.85,4261.2,2.4917871222076213,7
1088CNNKB,0,m,0,1,0,63,1,si,dsl,si,si,si,si,no,si,un ano,0,credit card automatic,80.0,5040.2,2.628120893561104,8
1089HDMKP,0,m,1,0,1,11,1,no,dsl,no,si,no,si,no,no,mes a mes,1,cheque electronico,54.55,601.25,1.7920499342969776,4
1089XZWHH,0,f,0,1,1,24,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,1,cheque enviado por correo,19.7,494.05,0.6471747700394218,1
1090ESELR,0,m,0,1,1,72,1,no,fibra optica,si,si,no,si,si,si,dos anos,0,bank transfer automatic,105.5,7611.55,3.4658344283837055,7
1090PYKCI,0,f,0,1,1,69,1,si,fibra optica,si,si,si,si,si,no,un ano,1,credit card automatic,105.1,7234.8,3.4526938239159,8
1091SOZGA,0,f,0,1,1,56,1,si,fibra optica,no,no,si,no,si,si,un ano,1,credit card automatic,99.8,5515.45,3.278580814717477,6
1092GANHU,1,m,0,0,0,17,1,no,fibra optica,no,no,si,no,no,no,mes a mes,1,cheque electronico,76.65,1313.55,2.518068331143233,3
1092WPIVQ,0,f,0,1,1,18,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,cheque enviado por correo,25.1,428.45,0.8245729303547963,2
1093YSWCA,0,m,0,0,0,11,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,credit card automatic,19.55,223.15,0.6422470433639947,1
1094BKOSX,0,f,0,1,1,45,0,nst,dsl,no,si,si,si,no,si,un ano,0,bank transfer automatic,51.0,2264.5,1.6754270696452036,5
1095JUDTC,1,f,1,0,0,47,1,si,fibra optica,no,si,no,si,si,no,mes a mes,1,cheque electronico,95.05,4504.55,3.122536136662286,6
1095WGNGG,0,f,0,1,0,61,1,si,fibra optica,no,si,no,no,si,si,dos anos,1,bank transfer automatic,101.05,5971.25,3.319645203679369,6
1096ADRUX,0,f,0,1,1,66,1,si,fibra optica,no,no,no,no,no,no,un ano,1,bank transfer automatic,74.25,4859.25,2.4392247043363993,3
1097FSPVW,0,f,0,0,0,42,1,no,dsl,si,no,si,no,no,no,mes a mes,0,credit card automatic,54.55,2455.05,1.7920499342969776,4
1098KFQEC,0,f,0,1,1,55,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,credit card automatic,19.4,1083.0,0.6373193166885676,1
1098TDVUQ,0,f,0,0,0,1,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,1,bank transfer automatic,19.25,19.25,0.6323915900131406,1
1099BTKWT,0,f,0,1,0,68,0,nst,dsl,si,no,si,no,si,si,un ano,1,cheque electronico,54.4,3723.65,1.7871222076215505,5
1099GODLO,0,f,0,1,1,1,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,cheque enviado por correo,20.35,20.35,0.6685282522996058,1
1100DDVRV,0,m,0,1,0,17,0,nst,dsl,no,si,no,no,si,si,mes a mes,1,cheque enviado por correo,49.8,836.35,1.636005256241787,4
1101SSWAG,0,f,0,1,0,15,1,si,dsl,no,no,no,no,no,no,mes a mes,1,cheque electronico,51.1,711.15,1.678712220762155,3
1104FEJAM,0,m,0,1,1,28,1,si,dsl,no,si,no,no,no,si,mes a mes,0,cheque electronico,64.4,1802.15,2.1156373193166886,5
1104TNLZA,0,m,1,1,0,28,1,si,fibra optica,no,si,no,si,si,si,mes a mes,1,cheque electronico,105.8,2998.0,3.4756898817345596,7
1106HRLKZ,0,m,0,1,1,40,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,cheque enviado por correo,19.6,808.95,0.6438896189224704,1
1110KYLGQ,0,f,0,0,0,63,1,si,fibra optica,si,si,si,no,si,si,mes a mes,0,credit card automatic,108.25,6780.1,3.5561760840998686,8
1112CUNAO,1,f,1,0,0,15,1,si,fibra optica,no,si,no,no,no,si,mes a mes,0,cheque electronico,89.85,1424.95,2.9517082785808144,5
1113IUJYX,1,f,0,1,0,14,1,no,fibra optica,si,si,no,si,si,si,un ano,0,cheque enviado por correo,105.95,1348.9,3.480617608409987,7
1114CENIM,1,m,0,0,1,54,1,si,dsl,no,si,no,no,no,no,mes a mes,1,credit card automatic,55.0,3092.65,1.8068331143232588,4
1116DXXDF,0,m,0,0,0,39,1,no,fibra optica,si,no,si,no,si,si,dos anos,1,cheque electronico,100.45,3801.7,3.299934296977661,6
1116FRYVH,0,f,0,1,1,48,0,nst,dsl,si,si,no,si,no,no,dos anos,0,cheque enviado por correo,39.4,1978.65,1.2943495400788436,4
1119VJAQV,0,m,1,1,0,6,1,si,fibra optica,no,no,si,no,no,no,mes a mes,1,cheque electronico,80.8,457.1,2.654402102496715,4
1120BMWUB,1,f,0,0,0,16,1,no,dsl,no,si,no,si,no,no,mes a mes,1,cheque enviado por correo,53.9,834.15,1.7706964520367936,4
1121QSIVB,0,f,0,0,1,44,1,si,dsl,no,si,no,no,si,si,un ano,1,cheque enviado por correo,77.55,3471.1,2.5476346911957948,6
1122JWTJW,1,m,0,1,1,1,1,no,fibra optica,no,no,no,no,no,no,mes a mes,1,cheque enviado por correo,70.65,70.65,2.32095926412615,2
1122YJBCS,0,m,0,1,0,69,1,no,dsl,si,si,no,no,no,no,un ano,1,credit card automatic,53.65,3804.4,1.7624835742444152,4
1125SNVCK,0,f,1,0,0,49,1,no,dsl,no,no,no,no,no,no,mes a mes,0,cheque enviado por correo,43.8,2106.05,1.438896189224704,2
1131ALZWV,0,f,0,0,0,24,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,0,bank transfer automatic,24.6,605.25,0.8081471747700394,2
1131QQZEB,0,m,1,1,0,71,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,bank transfer automatic,23.95,1756.2,0.7867936925098554,2
1131SUEKT,0,m,0,1,1,61,1,no,fibra optica,no,si,no,si,si,si,un ano,1,bank transfer automatic,98.45,6145.2,3.2342312746386335,6
1133KXCGE,0,f,0,0,0,18,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,0,cheque enviado por correo,20.1,407.05,0.6603153745072273,1
1134YWTYF,0,m,0,1,0,27,1,no,dsl,no,si,no,si,no,no,mes a mes,1,cheque electronico,53.8,1389.85,1.7674113009198422,4
1135HIORI,0,f,0,1,1,64,1,si,fibra optica,no,si,si,si,si,si,un ano,1,cheque electronico,111.45,7266.95,3.6613009198423128,8
1135LMECX,0,f,0,0,0,1,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque enviado por correo,19.85,19.85,0.6521024967148489,1
1136XGEQU,0,f,0,1,1,50,1,si,dsl,no,si,si,si,si,si,un ano,1,credit card automatic,84.15,4164.4,2.7644546649145862,8
1137DGOWI,0,f,0,1,0,30,1,no,dsl,no,si,si,si,no,si,un ano,0,bank transfer automatic,70.25,2198.9,2.307818659658344,6
1139WUOAH,0,m,0,0,0,57,0,nst,dsl,no,no,si,si,si,si,dos anos,0,credit card automatic,53.35,3090.05,1.752628120893561,5
1140UKVZG,0,f,0,0,0,17,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque enviado por correo,24.8,475.25,0.8147174770039421,2
1142IHLOO,0,f,0,0,0,51,1,no,fibra optica,no,no,no,no,si,si,un ano,0,credit card automatic,87.55,4475.9,2.8761498028909327,4
1142WACZW,1,m,0,0,0,2,0,nst,dsl,no,no,no,si,no,no,mes a mes,0,bank transfer automatic,29.85,75.6,0.9806176084099869,2
1143NMNQJ,1,f,0,0,0,2,1,si,fibra optica,no,no,no,no,no,si,mes a mes,1,cheque electronico,85.7,169.8,2.8153745072273324,4
1150FTQGN,0,f,0,1,1,60,1,si,fibra optica,si,si,no,no,si,no,un ano,0,bank transfer automatic,94.15,5811.8,3.092969776609724,6
1150WFARN,1,f,0,1,1,67,1,si,fibra optica,si,no,si,si,si,si,dos anos,1,credit card automatic,108.75,7156.2,3.5726018396846255,8
1153GNOLC,0,m,0,0,0,33,0,nst,dsl,no,si,no,no,si,no,un ano,1,cheque electronico,39.1,1309.0,1.2844940867279895,3
1154HYWWO,0,m,0,0,0,38,1,no,dsl,si,si,no,si,si,no,un ano,0,cheque enviado por correo,70.6,2708.2,2.3193166885676737,6
1156ZFYDO,0,f,0,0,0,1,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque electronico,19.75,19.75,0.6488173455978975,1
1157BQCUW,1,m,0,0,0,1,1,si,fibra optica,no,no,no,no,no,no,mes a mes,1,cheque electronico,74.95,74.95,2.462220762155059,3
1159WFSGR,0,f,0,1,1,16,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque electronico,20.4,321.4,0.6701708278580814,1
1162ECVII,0,m,1,1,0,72,1,si,fibra optica,no,si,si,si,si,si,dos anos,1,bank transfer automatic,109.75,7932.5,3.6054533508541393,8
1163ONYEY,0,m,0,1,1,41,1,si,dsl,si,si,si,no,si,no,mes a mes,1,credit card automatic,74.55,3023.55,2.4490801576872534,7
1163VIPRI,0,f,0,1,1,65,1,si,fibra optica,si,no,si,si,si,si,dos anos,0,cheque electronico,109.3,7337.55,3.590670170827858,8
1166PQLGG,0,f,0,1,1,72,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,bank transfer automatic,19.55,1463.45,0.6422470433639947,1
1167OYZJF,0,f,1,1,0,67,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,1,bank transfer automatic,20.05,1263.05,0.6586727989487516,1
1169SAOCL,0,m,0,0,0,49,1,si,fibra optica,no,si,no,si,si,si,un ano,1,bank transfer automatic,106.65,5168.1,3.5036136662286466,7
1169WCVAK,0,m,0,1,0,19,1,si,fibra optica,si,si,no,si,no,no,mes a mes,1,credit card automatic,88.8,1672.35,2.917214191852825,6
1170SASML,0,f,0,1,0,69,1,si,fibra optica,no,si,si,no,no,no,mes a mes,1,bank transfer automatic,85.4,5869.4,2.8055190538764783,5
1171TYKUR,0,m,0,1,0,47,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque electronico,25.4,1139.2,0.8344283837056504,2
1172VIYBP,0,m,0,1,1,53,1,si,dsl,si,si,no,no,no,si,dos anos,0,bank transfer automatic,69.7,3686.05,2.2897503285151117,6
1173NOEYG,0,f,0,1,0,27,1,si,fibra optica,no,no,si,no,no,si,mes a mes,0,bank transfer automatic,90.15,2423.4,2.961563731931669,5
1173XZPYF,0,f,0,0,0,11,1,si,fibra optica,no,no,si,no,si,no,mes a mes,1,cheque electronico,89.2,990.3,2.9303547963206307,5
1174FGIFN,0,f,0,1,1,28,1,si,fibra optica,no,no,no,si,no,si,un ano,1,cheque electronico,90.45,2509.25,2.971419185282523,5
1177XZBJL,0,m,0,1,1,53,1,si,dsl,si,si,no,si,no,no,un ano,0,bank transfer automatic,64.15,3491.55,2.1074244415243104,6
1178PZGAB,0,f,0,0,0,19,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,0,credit card automatic,20.25,383.65,0.6652431011826544,1
1179INLAT,0,m,0,0,0,3,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,1,cheque enviado por correo,19.45,69.25,0.6389618922470434,1
1183CANVH,0,f,0,1,0,23,1,no,dsl,no,no,no,si,si,no,un ano,0,bank transfer automatic,60.0,1347.15,1.9710906701708277,4
1184PJVDB,1,m,0,1,0,10,1,no,fibra optica,no,no,no,no,si,no,mes a mes,1,cheque electronico,79.95,857.2,2.6264783180026283,3
1187WILMM,0,m,0,1,1,63,1,si,dsl,si,si,si,si,si,si,dos anos,1,credit card automatic,89.4,5597.65,2.9369250985545334,9
1193RTSLK,1,f,0,0,0,38,1,no,fibra optica,si,si,si,no,no,no,mes a mes,1,credit card automatic,83.9,3233.6,2.7562417871222076,5
1194BHJYC,0,m,0,1,0,61,0,nst,dsl,si,no,si,si,si,si,dos anos,1,cheque enviado por correo,62.15,3778.85,2.0417214191852824,6
1194HVAIF,0,f,0,1,0,27,1,si,fibra optica,no,no,no,no,si,si,mes a mes,0,credit card automatic,95.0,2462.55,3.1208935611038107,5
1194SPVSP,0,m,0,0,0,1,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,bank transfer automatic,19.65,19.65,0.645532194480946,1
1195OIYEJ,1,m,0,0,0,13,1,no,fibra optica,no,no,no,no,si,si,mes a mes,1,cheque electronico,91.1,1135.7,2.9927726675427064,4
1195UQFHQ,0,m,0,0,0,61,1,si,fibra optica,si,no,si,no,si,si,un ano,0,cheque electronico,104.0,6363.45,3.416557161629435,7
1196AMORA,1,m,0,0,0,7,1,si,fibra optica,no,no,no,no,no,no,mes a mes,0,cheque electronico,73.6,520.0,2.417871222076215,3
1197BVMVG,0,f,1,0,0,4,1,si,fibra optica,no,no,no,no,no,no,mes a mes,1,cheque electronico,74.45,294.45,2.445795006570302,3
1200TUZHR,0,f,1,0,0,8,1,si,fibra optica,no,no,no,no,no,si,mes a mes,0,cheque electronico,85.2,695.75,2.7989487516425755,4
1202KKGFU,0,f,0,1,0,12,1,no,dsl,si,no,no,si,no,no,mes a mes,0,bank transfer automatic,54.2,690.5,1.780551905387648,4
1205WNWPJ,1,f,0,0,0,7,1,no,dsl,no,no,no,si,si,no,mes a mes,1,cheque enviado por correo,59.5,415.95,1.9546649145860708,4
1206EHBDD,0,f,0,1,0,56,1,no,fibra optica,si,no,si,no,no,no,dos anos,0,bank transfer automatic,80.3,4513.65,2.637976346911958,4
1207BLKSA,0,f,0,1,1,52,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,cheque enviado por correo,23.05,1255.1,0.757227332457293,2
1208DNHLN,1,m,0,1,1,23,1,si,dsl,no,no,no,no,no,no,un ano,1,credit card automatic,48.35,1067.15,1.588370565045992,3
1208NBVFH,0,m,0,1,1,20,1,no,dsl,no,no,si,no,no,no,mes a mes,1,cheque electronico,49.6,939.8,1.6294349540078843,3
1209VFFOC,0,m,0,1,1,68,0,nst,dsl,si,si,si,si,no,si,dos anos,1,cheque enviado por correo,56.4,3948.45,1.852825229960578,6
1212GLHMD,0,m,0,0,0,3,1,no,fibra optica,si,no,no,no,no,si,mes a mes,1,cheque enviado por correo,86.05,244.85,2.826872536136662,4
1213NGCUN,1,f,0,0,0,6,1,no,dsl,no,no,no,si,no,no,mes a mes,1,bank transfer automatic,49.65,267.35,1.63107752956636,3
1215EXRMO,0,m,0,1,0,50,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,cheque enviado por correo,20.55,1067.65,0.6750985545335085,1
1215FIGMP,0,m,0,0,0,60,1,si,fibra optica,no,si,no,no,si,no,mes a mes,1,bank transfer automatic,89.9,5450.7,2.9533508541392903,5
1215VFYVK,0,f,0,0,0,4,0,nst,dsl,si,no,si,si,no,si,mes a mes,0,cheque enviado por correo,48.25,202.25,1.5850854139290407,5
1216BGTSP,0,m,0,0,0,45,1,si,fibra optica,si,no,si,si,si,si,mes a mes,1,credit card automatic,108.45,4964.7,3.5627463863337714,8
1216JWVUX,0,m,0,1,1,25,1,no,fibra optica,no,si,no,no,no,no,mes a mes,1,cheque electronico,75.5,1901.05,2.4802890932982917,3
1217VASWC,0,m,1,1,0,43,1,no,fibra optica,no,si,si,no,si,si,un ano,1,bank transfer automatic,100.55,4304.0,3.303219448094612,6
1218VKFPE,1,f,0,1,1,12,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque enviado por correo,19.0,233.55,0.6241787122207622,1
1219NNDDO,0,f,0,0,0,9,1,si,fibra optica,no,no,no,no,no,no,mes a mes,1,cheque electronico,76.85,663.55,2.524638633377135,3
1221GHZEP,0,f,0,0,0,62,1,no,dsl,si,no,no,si,no,si,dos anos,1,cheque enviado por correo,65.1,3846.75,2.138633377135348,5
1222KJNZD,0,m,0,1,1,40,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,1,bank transfer automatic,20.4,745.3,0.6701708278580814,1
1222LRYKO,0,m,0,0,1,6,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque enviado por correo,26.35,184.05,0.8656373193166885,2
1223UNPKS,0,m,0,1,1,20,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,cheque enviado por correo,20.05,400.0,0.6586727989487516,1
1226IENZN,0,m,1,0,0,16,1,no,fibra optica,no,no,no,no,no,si,mes a mes,1,cheque electronico,78.75,1218.25,2.5870565045992113,3
1226JZNKR,0,f,0,1,1,8,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,0,cheque electronico,19.8,160.05,0.6504599211563732,1
1226UDFZR,1,f,0,0,0,2,1,no,dsl,no,si,no,no,no,no,mes a mes,1,cheque enviado por correo,49.6,114.7,1.6294349540078843,3
1227UDMZR,0,f,0,1,0,72,1,si,dsl,si,si,si,si,si,si,dos anos,1,bank transfer automatic,91.15,6637.9,2.994415243101183,9
1228FZFRV,1,m,0,1,1,50,1,si,fibra optica,si,no,si,no,si,si,mes a mes,0,credit card automatic,105.95,5341.8,3.480617608409987,7
1228ZLNBX,0,m,0,0,0,21,1,si,fibra optica,no,no,no,no,no,no,mes a mes,0,cheque enviado por correo,75.3,1570.7,2.473718791064389,3
1229RCALF,0,f,0,1,0,64,1,si,fibra optica,si,si,si,si,si,si,un ano,1,cheque electronico,115.0,7396.15,3.7779237844940865,9
1230QAJDW,0,m,0,0,0,3,1,si,dsl,no,no,no,si,si,no,mes a mes,1,cheque enviado por correo,65.25,209.9,2.143561103810775,5
1231YNDEK,0,m,0,0,0,58,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,1,bank transfer automatic,19.15,1035.5,0.6291064388961891,1
1232TPUYA,0,f,1,1,0,1,1,no,fibra optica,no,no,no,no,no,no,mes a mes,1,cheque electronico,69.55,69.55,2.2848226018396844,2
1235GPKNS,0,f,0,0,1,5,1,no,dsl,no,no,no,no,no,no,mes a mes,0,cheque enviado por correo,46.0,221.7,1.5111695137976346,2
1236WFCDV,1,m,1,0,0,14,1,no,fibra optica,no,no,no,no,si,si,mes a mes,0,credit card automatic,90.45,1266.1,2.971419185282523,4
1237WIYYZ,0,f,0,0,0,18,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,1,cheque enviado por correo,19.55,389.25,0.6422470433639947,1
1240HCBOH,0,f,0,0,0,67,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,1,cheque enviado por correo,26.1,1759.55,0.8574244415243101,2
1240KNSEZ,1,m,0,0,0,1,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,1,cheque enviado por correo,20.1,20.1,0.6603153745072273,1
1241EZFMJ,0,m,0,1,0,61,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,bank transfer automatic,25.45,1538.6,0.8360709592641261,2
1241FPMOF,0,m,0,0,0,52,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,cheque enviado por correo,19.65,1025.05,0.645532194480946,1
1245HARPS,0,f,0,1,0,14,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,cheque enviado por correo,20.4,292.4,0.6701708278580814,1
1247QBVSH,0,f,0,1,1,43,1,no,dsl,no,si,no,no,no,no,mes a mes,0,cheque enviado por correo,50.2,2169.4,1.6491458607095926,3
1248DYXUB,0,m,0,1,1,52,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,cheque enviado por correo,24.8,1229.1,0.8147174770039421,2
1251KRREG,1,m,0,0,0,2,1,si,dsl,no,si,no,no,no,no,mes a mes,1,cheque enviado por correo,54.4,114.1,1.7871222076215505,4
1251STYSZ,0,f,1,0,0,4,1,si,fibra optica,si,no,no,no,no,no,mes a mes,1,cheque electronico,80.25,303.7,2.636333771353482,4
1254IZEYF,1,f,1,0,0,31,1,si,fibra optica,no,si,no,no,si,si,mes a mes,1,cheque electronico,99.95,3186.65,3.283508541392904,6
1257SXUXQ,0,m,0,1,1,5,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque enviado por correo,19.45,86.05,0.6389618922470434,1
1258YMZNM,0,f,1,0,0,27,1,si,fibra optica,si,si,si,no,si,si,un ano,1,bank transfer automatic,110.5,2857.6,3.6300919842312744,8
1260TTRXI,1,m,0,0,0,4,1,no,dsl,no,no,no,no,no,si,mes a mes,0,cheque electronico,54.3,195.3,1.7838370565045991,3
1261FWTTE,0,m,1,0,0,23,0,nst,dsl,no,no,no,no,no,si,mes a mes,1,bank transfer automatic,34.65,768.45,1.1383048620236529,2
1262OPMFY,1,f,0,1,0,9,1,no,fibra optica,no,no,si,no,no,no,mes a mes,1,bank transfer automatic,75.75,655.9,2.48850197109067,3
1264BYWMS,1,m,0,0,0,55,1,si,fibra optica,no,no,no,no,si,si,mes a mes,1,cheque electronico,96.8,5283.95,3.1800262812089355,5
1264FUHCX,0,f,0,1,0,49,0,nst,dsl,no,si,no,si,si,si,un ano,1,credit card automatic,56.3,2780.6,1.8495400788436267,5
1265BCFEO,0,f,0,1,0,71,1,si,dsl,no,no,si,si,si,si,dos anos,1,bank transfer automatic,80.45,5662.25,2.642904073587385,7
1265HVPZB,0,m,0,1,0,59,1,no,dsl,si,si,si,no,si,no,un ano,0,credit card automatic,66.4,3958.2,2.181340341655716,6
1265XTECC,1,f,1,1,0,68,1,si,fibra optica,si,si,no,no,no,si,un ano,1,credit card automatic,96.55,6581.9,3.171813403416557,6
1265ZFOSD,0,f,0,1,0,64,1,si,dsl,si,si,si,si,no,si,dos anos,1,cheque enviado por correo,81.3,5129.3,2.6708278580814717,8
1266NZYUI,0,f,0,1,1,72,1,si,dsl,si,no,si,si,no,no,dos anos,0,bank transfer automatic,66.85,4758.8,2.196123521681997,6
1268ASBGA,1,f,1,1,0,16,1,si,fibra optica,no,no,no,no,no,si,mes a mes,1,credit card automatic,85.35,1375.15,2.8038764783180024,4
1268VSSGL,0,m,0,1,0,4,1,no,fibra optica,no,no,no,no,no,no,mes a mes,0,cheque electronico,70.5,294.2,2.3160315374507228,2
1269FOYWN,0,m,0,1,1,44,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,0,bank transfer automatic,20.0,860.85,0.657030223390276,1
1270XKUCC,0,f,0,1,1,30,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,cheque enviado por correo,19.7,599.25,0.6471747700394218,1
1271SJBGZ,1,m,1,0,0,12,0,nst,dsl,no,no,si,si,no,si,mes a mes,1,cheque electronico,43.65,526.95,1.4339684625492772,4
1271UODNO,0,m,0,0,0,39,1,si,dsl,no,no,no,si,no,no,dos anos,1,credit card automatic,53.85,2200.7,1.769053876478318,4
1272ILHFG,0,m,0,1,1,15,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,0,cheque enviado por correo,19.65,332.65,0.645532194480946,1
1273MTETI,1,f,1,0,0,4,1,si,fibra optica,no,no,si,no,no,si,mes a mes,1,cheque electronico,88.85,372.45,2.9188567674113006,5
